LABEL_STAGE,MQ3_PCT,MQ5_PCT,MQ135_PCT,Temp_C_PCT,Hum_PCT_PCT,hue,saturation,value,contrast,homogeneity,energy,correlation,hist_r_0,hist_r_1,hist_r_2,hist_r_3,hist_r_4,hist_r_5,hist_r_6,hist_r_7,hist_r_8,hist_r_9,hist_r_10,hist_r_11,hist_r_12,hist_r_13,hist_r_14,hist_r_15,hist_r_16,hist_r_17,hist_r_18,hist_r_19,hist_r_20,hist_r_21,hist_r_22,hist_r_23,hist_r_24,hist_r_25,hist_r_26,hist_r_27,hist_r_28,hist_r_29,hist_r_30,hist_r_31,hist_g_0,hist_g_1,hist_g_2,hist_g_3,hist_g_4,hist_g_5,hist_g_6,hist_g_7,hist_g_8,hist_g_9,hist_g_10,hist_g_11,hist_g_12,hist_g_13,hist_g_14,hist_g_15,hist_g_16,hist_g_17,hist_g_18,hist_g_19,hist_g_20,hist_g_21,hist_g_22,hist_g_23,hist_g_24,hist_g_25,hist_g_26,hist_g_27,hist_g_28,hist_g_29,hist_g_30,hist_g_31,hist_b_0,hist_b_1,hist_b_2,hist_b_3,hist_b_4,hist_b_5,hist_b_6,hist_b_7,hist_b_8,hist_b_9,hist_b_10,hist_b_11,hist_b_12,hist_b_13,hist_b_14,hist_b_15,hist_b_16,hist_b_17,hist_b_18,hist_b_19,hist_b_20,hist_b_21,hist_b_22,hist_b_23,hist_b_24,hist_b_25,hist_b_26,hist_b_27,hist_b_28,hist_b_29,hist_b_30,hist_b_31
fresh_day1,6.560549806,3.903512346,3.634638729,3.940817755,3.604555025,47.9594,30.4322,170.7747,4.1705,0.7472,0.1144,0.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,108.0,201.0,289.0,570.0,669.0,841.0,966.0,1835.0,1658.0,2203.0,6603.0,12865.0,7146.0,8682.0,15218.0,4195.0,1460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,126.0,246.0,460.0,549.0,750.0,772.0,921.0,1930.0,2265.0,1948.0,5423.0,15067.0,4733.0,6854.0,12996.0,9995.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,188.0,649.0,972.0,1148.0,1983.0,6748.0,3766.0,4557.0,3841.0,797.0,788.0,5457.0,8435.0,4866.0,6214.0,10900.0,4219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day1,7.869894936,5.565968544,4.935274256,4.55263421,4.020592418,44.3929,29.5873,174.834,6.1714,0.7213,0.111,0.9935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,51.0,131.0,115.0,195.0,407.0,627.0,706.0,1077.0,2502.0,2202.0,8111.0,7443.0,5768.0,8299.0,19024.0,8154.0,722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,41.0,137.0,190.0,392.0,469.0,657.0,855.0,1082.0,2343.0,3062.0,6616.0,8677.0,5706.0,5439.0,15701.0,12891.0,1269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,417.0,584.0,1039.0,1472.0,4875.0,6598.0,4599.0,2696.0,1115.0,1278.0,5664.0,4283.0,2512.0,4490.0,17075.0,6769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day1,5.654080101,2.656670198,3.530587887,3.804858542,3.514600994,47.9449,30.8187,173.4683,7.5993,0.7603,0.117,0.9914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,119.0,183.0,270.0,316.0,488.0,614.0,883.0,1890.0,1215.0,1199.0,6868.0,9073.0,6641.0,12307.0,18373.0,4784.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,114.0,176.0,304.0,379.0,511.0,605.0,914.0,1792.0,1204.0,1252.0,4476.0,12532.0,7655.0,9696.0,15433.0,8025.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,149.0,380.0,680.0,646.0,1156.0,4667.0,7788.0,5871.0,2004.0,592.0,996.0,5858.0,6497.0,4248.0,7026.0,13865.0,3082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day1,6.761987519,3.903512346,4.050842098,4.008797361,3.672020548,44.935,30.4058,198.4531,2.9097,0.79,0.1076,0.9976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,86.0,68.0,82.0,157.0,171.0,239.0,432.0,1003.0,1906.0,2604.0,3676.0,5444.0,13223.0,4988.0,5601.0,12369.0,8789.0,1633.0,1011.0,1195.0,831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,80.0,71.0,93.0,150.0,208.0,259.0,438.0,1031.0,1779.0,3952.0,4340.0,4621.0,11148.0,5373.0,4430.0,8309.0,11536.0,4988.0,1615.0,1086.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,261.0,658.0,1393.0,4834.0,4590.0,3563.0,2133.0,2530.0,1967.0,2158.0,1587.0,3353.0,8437.0,3700.0,4725.0,8725.0,8434.0,2312.0,50.0,21.0,1.0
fresh_day1,6.157674382,3.072284247,3.738689571,3.906827952,3.582066517,44.3704,31.6198,147.7566,6.6045,0.7135,0.1142,0.9938,0.0,0.0,0.0,0.0,0.0,0.0,8.0,142.0,218.0,661.0,780.0,759.0,1162.0,2392.0,2742.0,2080.0,5660.0,9577.0,4497.0,11450.0,16823.0,5096.0,1470.0,8.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,116.0,265.0,720.0,860.0,809.0,1335.0,2283.0,3167.0,2229.0,3721.0,10499.0,3797.0,9452.0,16643.0,9154.0,466.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,71.0,651.0,1626.0,2583.0,3643.0,3451.0,4588.0,5690.0,2311.0,1159.0,3168.0,8130.0,2645.0,8292.0,15988.0,1534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day1,7.366300656,4.734740445,4.571096308,4.280715785,3.896905625,47.1201,32.1817,172.8552,6.2311,0.76,0.1245,0.9929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,61.0,127.0,153.0,410.0,635.0,775.0,879.0,2035.0,1215.0,1212.0,7286.0,9055.0,6754.0,12296.0,18172.0,4301.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,53.0,113.0,240.0,451.0,564.0,792.0,959.0,2000.0,1176.0,1136.0,5192.0,13717.0,6241.0,8889.0,16588.0,7298.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,108.0,373.0,570.0,832.0,1780.0,4571.0,9092.0,5574.0,1790.0,629.0,1136.0,5784.0,6210.0,3124.0,7168.0,14422.0,2342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day1,6.45983095,3.487898297,3.894765835,4.008797361,3.672020548,48.8262,29.1893,172.9725,6.242,0.7145,0.1066,0.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,86.0,73.0,95.0,194.0,379.0,642.0,852.0,2161.0,1610.0,2120.0,10154.0,7076.0,6120.0,12806.0,14214.0,5513.0,1210.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,86.0,77.0,133.0,331.0,507.0,651.0,852.0,2118.0,1797.0,1965.0,8194.0,8744.0,5963.0,10247.0,13832.0,8653.0,1314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,120.0,231.0,612.0,795.0,1108.0,3867.0,6479.0,5027.0,4132.0,1590.0,1159.0,7886.0,3972.0,3922.0,8447.0,13120.0,3033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day1,8.071332649,5.981582593,5.14337594,4.620613816,4.110546449,44.5491,31.7189,147.3298,5.0508,0.7348,0.1155,0.9934,0.0,0.0,0.0,0.0,0.0,0.0,5.0,88.0,127.0,155.0,333.0,647.0,755.0,1086.0,2701.0,2430.0,10763.0,6832.0,6296.0,18323.0,13175.0,1820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,83.0,143.0,298.0,520.0,634.0,918.0,1139.0,2509.0,3467.0,8643.0,8774.0,5353.0,13108.0,14591.0,5346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,105.0,516.0,789.0,1320.0,3122.0,7805.0,5339.0,3204.0,1306.0,1521.0,6713.0,4112.0,2861.0,14505.0,12210.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day1,5.351923533,2.241056149,3.478562466,3.66889933,3.469623979,48.5724,27.5619,169.9225,7.3844,0.7654,0.1183,0.9905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,133.0,85.0,133.0,264.0,445.0,506.0,725.0,1985.0,1910.0,4168.0,9243.0,6219.0,8366.0,22925.0,5029.0,3261.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,132.0,91.0,178.0,296.0,443.0,559.0,707.0,2215.0,2331.0,2481.0,9873.0,6887.0,7169.0,14816.0,13945.0,3376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,160.0,153.0,408.0,897.0,1677.0,4059.0,7263.0,4532.0,2553.0,882.0,2130.0,8098.0,3405.0,4671.0,15717.0,8483.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day1,6.862706375,3.903512346,4.206918361,4.11076677,3.761974579,48.8262,29.1893,172.9725,6.242,0.7145,0.1066,0.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,86.0,73.0,95.0,194.0,379.0,642.0,852.0,2161.0,1610.0,2120.0,10154.0,7076.0,6120.0,12806.0,14214.0,5513.0,1210.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,86.0,77.0,133.0,331.0,507.0,651.0,852.0,2118.0,1797.0,1965.0,8194.0,8744.0,5963.0,10247.0,13832.0,8653.0,1314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,120.0,231.0,612.0,795.0,1108.0,3867.0,6479.0,5027.0,4132.0,1590.0,1159.0,7886.0,3972.0,3922.0,8447.0,13120.0,3033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day1,5.95623667,3.072284247,3.790714993,3.872838149,3.55957801,45.2604,26.7317,174.2653,1.8777,0.8077,0.1333,0.9979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,95.0,81.0,197.0,387.0,623.0,567.0,600.0,765.0,1059.0,1203.0,6057.0,14254.0,5113.0,8555.0,18811.0,6432.0,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,113.0,149.0,233.0,440.0,595.0,705.0,836.0,899.0,1005.0,1685.0,4969.0,14502.0,4856.0,7161.0,16651.0,9931.0,764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,162.0,491.0,984.0,1565.0,2505.0,4729.0,3588.0,2108.0,1605.0,912.0,434.0,6074.0,9158.0,3618.0,6897.0,15742.0,4909.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day1,7.567738368,5.150354494,4.727172571,4.382685194,3.941882641,45.2775,28.7077,146.8507,1.5576,0.8196,0.1378,0.9979,0.0,0.0,0.0,0.0,0.0,0.0,48.0,97.0,110.0,315.0,610.0,653.0,640.0,804.0,1166.0,1345.0,11710.0,10220.0,6899.0,18916.0,10413.0,1590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,127.0,210.0,351.0,619.0,729.0,886.0,966.0,1113.0,1897.0,8107.0,13485.0,6058.0,13052.0,15834.0,2051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,207.0,675.0,1233.0,2211.0,4229.0,4875.0,2470.0,1645.0,1120.0,539.0,8953.0,7442.0,5080.0,14691.0,10039.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day1,6.258393238,3.487898297,3.634638729,3.838848345,3.593310771,48.8262,29.1893,172.9725,6.242,0.7145,0.1066,0.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,86.0,73.0,95.0,194.0,379.0,642.0,852.0,2161.0,1610.0,2120.0,10154.0,7076.0,6120.0,12806.0,14214.0,5513.0,1210.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,86.0,77.0,133.0,331.0,507.0,651.0,852.0,2118.0,1797.0,1965.0,8194.0,8744.0,5963.0,10247.0,13832.0,8653.0,1314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,120.0,231.0,612.0,795.0,1108.0,3867.0,6479.0,5027.0,4132.0,1590.0,1159.0,7886.0,3972.0,3922.0,8447.0,13120.0,3033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day1,7.76917608,5.565968544,4.987299677,4.484654604,4.009348164,45.2604,26.7317,174.2653,1.8777,0.8077,0.1333,0.9979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,95.0,81.0,197.0,387.0,623.0,567.0,600.0,765.0,1059.0,1203.0,6057.0,14254.0,5113.0,8555.0,18811.0,6432.0,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,113.0,149.0,233.0,440.0,595.0,705.0,836.0,899.0,1005.0,1685.0,4969.0,14502.0,4856.0,7161.0,16651.0,9931.0,764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,162.0,491.0,984.0,1565.0,2505.0,4729.0,3588.0,2108.0,1605.0,912.0,434.0,6074.0,9158.0,3618.0,6897.0,15742.0,4909.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day1,5.553361245,2.656670198,3.530587887,3.770868739,3.492112487,45.0083,32.1332,171.2912,2.4048,0.8029,0.111,0.9976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,96.0,70.0,111.0,198.0,231.0,374.0,1006.0,1968.0,2733.0,4085.0,9002.0,11574.0,4121.0,9589.0,12619.0,4339.0,1150.0,1381.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,87.0,76.0,130.0,199.0,262.0,384.0,1022.0,1840.0,4110.0,4867.0,7290.0,10219.0,4260.0,7134.0,13582.0,6755.0,1990.0,1288.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,128.0,335.0,893.0,2448.0,6413.0,4268.0,2338.0,2875.0,2270.0,2258.0,1658.0,5730.0,7504.0,3572.0,7215.0,11030.0,4487.0,87.0,22.0,1.0,0.0,0.0,0.0,0.0
fresh_day1,7.064144087,4.319126396,4.310969203,4.144756573,3.795707341,47.9594,30.4322,170.7747,4.1705,0.7472,0.1144,0.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,108.0,201.0,289.0,570.0,669.0,841.0,966.0,1835.0,1658.0,2203.0,6603.0,12865.0,7146.0,8682.0,15218.0,4195.0,1460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,126.0,246.0,460.0,549.0,750.0,772.0,921.0,1930.0,2265.0,1948.0,5423.0,15067.0,4733.0,6854.0,12996.0,9995.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,188.0,649.0,972.0,1148.0,1983.0,6748.0,3766.0,4557.0,3841.0,797.0,788.0,5457.0,8435.0,4866.0,6214.0,10900.0,4219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day2,-0.59048898,9.306494988,3.062359098,5.368389483,2.660037701,47.7214,29.6058,202.6652,1.3995,0.8023,0.1231,0.9985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,46.0,60.0,115.0,294.0,371.0,450.0,805.0,1198.0,1992.0,3258.0,11189.0,11699.0,3744.0,10440.0,17120.0,2546.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,56.0,85.0,173.0,377.0,463.0,630.0,1060.0,1958.0,2538.0,3840.0,7820.0,11609.0,4008.0,7884.0,17731.0,5298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,169.0,784.0,2708.0,5746.0,3188.0,944.0,1395.0,2505.0,1631.0,364.0,401.0,1975.0,7462.0,8957.0,4460.0,7341.0,14399.0,1068.0,0.0,0.0,0.0
fresh_day2,-0.288332412,9.722109038,3.374511624,5.538338498,2.783724494,50.9521,24.01,168.4397,3.8788,0.7759,0.1236,0.9952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,120.0,246.0,457.0,651.0,907.0,1073.0,1183.0,1077.0,2086.0,12226.0,10875.0,8780.0,19359.0,4910.0,1569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,155.0,297.0,523.0,850.0,1117.0,1190.0,1144.0,1378.0,2244.0,6667.0,14261.0,7911.0,15683.0,10416.0,1660.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,190.0,654.0,1387.0,2419.0,3102.0,2550.0,2443.0,2546.0,604.0,492.0,1423.0,9029.0,10114.0,6716.0,14936.0,6443.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day2,-1.799115254,8.05965284,2.69818115,5.300409877,2.491373893,51.8743,28.6943,203.7929,8.3883,0.7024,0.0967,0.9911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,52.0,231.0,250.0,459.0,632.0,772.0,837.0,1062.0,2146.0,2497.0,3857.0,14994.0,11084.0,14632.0,9088.0,2703.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,75.0,316.0,421.0,558.0,640.0,754.0,883.0,1236.0,2617.0,2974.0,3516.0,6888.0,14755.0,12158.0,10141.0,6867.0,727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,212.0,437.0,785.0,1299.0,2682.0,5520.0,4470.0,3347.0,1248.0,1193.0,1068.0,896.0,1215.0,6984.0,12470.0,10628.0,9049.0,2005.0,0.0,0.0,0.0
fresh_day2,0.215261869,10.55333714,3.634638729,5.742277317,2.941144048,47.8697,28.6517,174.7954,2.0079,0.8013,0.1317,0.9981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,64.0,243.0,550.0,901.0,930.0,757.0,813.0,1074.0,1371.0,3256.0,17749.0,5013.0,5499.0,18749.0,5816.0,2607.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,68.0,480.0,671.0,981.0,867.0,761.0,997.0,1205.0,1903.0,3959.0,10787.0,8630.0,5229.0,12227.0,14882.0,1855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,176.0,678.0,1423.0,2670.0,5412.0,1520.0,862.0,2154.0,3084.0,1098.0,532.0,3071.0,11332.0,5733.0,6448.0,12659.0,6681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day2,-1.295520973,8.890880939,2.542104887,5.198440468,2.558839417,50.8587,29.3887,147.7976,2.1027,0.8119,0.1285,0.9967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,197.0,276.0,502.0,536.0,544.0,651.0,824.0,1292.0,5828.0,18121.0,7756.0,19258.0,7664.0,2054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,249.0,394.0,519.0,520.0,568.0,720.0,1069.0,1718.0,4664.0,18879.0,6137.0,12534.0,15125.0,2401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,149.0,763.0,1268.0,2367.0,6832.0,1591.0,2695.0,1189.0,424.0,941.0,3558.0,13869.0,6122.0,13756.0,9925.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day2,-0.691207836,9.306494988,3.16640994,5.402379286,2.682526209,49.708,32.554,174.4085,2.9062,0.7818,0.1204,0.9956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,85.0,145.0,188.0,324.0,659.0,685.0,878.0,1827.0,2114.0,1997.0,7591.0,15320.0,18612.0,13062.0,1950.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,76.0,214.0,237.0,373.0,687.0,725.0,935.0,1975.0,2192.0,2844.0,7207.0,17665.0,12247.0,11920.0,6166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,163.0,516.0,1295.0,2593.0,3848.0,7982.0,5367.0,1754.0,1013.0,638.0,960.0,4972.0,12107.0,10841.0,8823.0,2655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day2,-1.597677542,8.475266889,2.802231993,5.33439968,2.513862401,47.7214,29.6058,202.6652,1.3995,0.8023,0.1231,0.9985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,46.0,60.0,115.0,294.0,371.0,450.0,805.0,1198.0,1992.0,3258.0,11189.0,11699.0,3744.0,10440.0,17120.0,2546.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,56.0,85.0,173.0,377.0,463.0,630.0,1060.0,1958.0,2538.0,3840.0,7820.0,11609.0,4008.0,7884.0,17731.0,5298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,169.0,784.0,2708.0,5746.0,3188.0,944.0,1395.0,2505.0,1631.0,364.0,401.0,1975.0,7462.0,8957.0,4460.0,7341.0,14399.0,1068.0,0.0,0.0,0.0
fresh_day2,-0.086894699,10.13772309,3.790714993,5.810256923,2.986121063,48.9128,24.7265,174.8701,2.5858,0.7731,0.1195,0.9973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,84.0,188.0,367.0,561.0,809.0,1056.0,996.0,1064.0,1721.0,3585.0,14419.0,6763.0,8613.0,18324.0,6195.0,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,114.0,162.0,474.0,813.0,981.0,956.0,1039.0,1496.0,2241.0,1672.0,10310.0,11077.0,7686.0,13117.0,12275.0,1059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,244.0,693.0,1156.0,1951.0,2596.0,2389.0,2888.0,2974.0,1302.0,395.0,822.0,2917.0,10617.0,6865.0,6973.0,12943.0,7784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day2,-0.993364405,9.306494988,2.958308256,5.368389483,2.648793447,49.8983,27.1908,174.8255,2.527,0.7999,0.1266,0.9968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,153.0,173.0,361.0,486.0,461.0,537.0,631.0,769.0,1228.0,4053.0,17112.0,7485.0,9134.0,17697.0,4460.0,793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,178.0,270.0,450.0,446.0,508.0,523.0,726.0,984.0,1597.0,3327.0,15567.0,8342.0,6346.0,16760.0,8287.0,1216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,101.0,478.0,1028.0,1680.0,3964.0,4724.0,1505.0,2432.0,974.0,401.0,876.0,3007.0,11829.0,5647.0,7289.0,14600.0,4990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day2,-2.000552966,7.644038791,2.386028624,5.096471059,2.446396878,48.9057,27.2671,141.1937,1.9184,0.8098,0.1363,0.9978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,462.0,1172.0,1085.0,750.0,685.0,805.0,1633.0,3792.0,14283.0,9057.0,8101.0,21179.0,2470.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,595.0,1251.0,1160.0,759.0,755.0,1009.0,2498.0,3923.0,7771.0,12603.0,7068.0,18964.0,7081.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,466.0,1377.0,2735.0,4910.0,2112.0,1518.0,3694.0,644.0,459.0,1576.0,9112.0,10036.0,7650.0,16215.0,3007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fresh_day2,0.013824157,10.55333714,3.478562466,5.674297711,2.884922778,47.7879,25.1194,175.6539,2.9347,0.7803,0.1215,0.9967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,86.0,455.0,645.0,854.0,837.0,995.0,1023.0,1387.0,3375.0,13022.0,7305.0,10287.0,18210.0,5836.0,1212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,251.0,620.0,763.0,830.0,903.0,997.0,1185.0,1584.0,2398.0,9015.0,11699.0,8837.0,14371.0,10233.0,1820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,415.0,949.0,1728.0,2136.0,2508.0,4423.0,3235.0,1266.0,560.0,870.0,2701.0,9721.0,7035.0,7420.0,13349.0,7146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
